,playerID,name
817,1360,Diego Falcinelli
818,1826,Nicola Sansone
819,1374,José Reina
820,1391,Christian Maggio
821,1588,Raúl Albiol
822,1395,Vlad Chiriches
823,1375,Elseid Hysaj
824,1381,Marek Hamsik
825,1857,David López
826,1184,Mirko Valdifiori
827,1393,Lorenzo Insigne
828,1293,Gonzalo Higuaín
829,1384,Dries Mertens
830,1385,Omar El Kaddouri
831,1382,José Callejón
832,1383,Manolo Gabbiadini
833,1505,Samir Handanovic
834,1509,Davide Santon
835,1507,Miranda
836,1508,Jeison Murillo
837,1247,Juan Jesus
838,1510,Gary Medel
839,1516,Geoffrey Kondogbia
840,1525,Assane Demoya Gnoukouri
841,1511,Marcelo Brozovic
842,1513,Mauro Icardi
843,1518,Rodrigo Palacio
844,1524,Stevan Jovetic
845,1570,Rey Manaj
846,1291,Hernanes
847,1501,Marco Sportiello
848,1485,Andrea Masiello
849,1610,Nicolò Cherubin
850,1556,Guglielmo Stendardo
851,1490,Boukary Dramé
852,1557,Carlos Carmona
853,1492,Jasmin Kurtic
854,2029,Maximiliano Moralez
855,1984,Germán Denis
856,1491,Alejandro Gomez
857,1494,Mauricio Pinilla
858,1502,Marco D'Alessandro
859,1503,Giulio Migliaccio
860,1305,Lukasz Skorupski
861,1323,Marco Zambelli
862,4032,Luca Martinelli
863,1320,Federico Barba
864,1792,Mário Rui
865,1312,Daniele Croce
866,1386,Piotr Zielinski
867,1326,Assane Diousse
868,1313,Riccardo Saponara
869,1315,Massimo Maccarone
870,1318,Manuel Pucciarelli
871,1319,Levan Mchedlidze
872,1607,Franco Signorelli
873,1160,Albano Bizzarri
874,1344,Nicolas Frey
875,1330,Alessandro Gamberini
876,1572,Bostjan Cesar
877,1332,Massimo Gobbi
878,1336,Valter Birsa
879,1341,Ivan Radovanovic
880,1334,Perparim Hetemaj
881,1333,Lucas Castro
882,1912,Paul-José M'Poku
883,1337,Riccardo Meggiorini
884,1335,Nicola Rigoni
885,1329,Fabrizio Cacciatore
886,1416,Ciprian Tatarusanu
887,1435,Nenad Tomovic
888,1418,Gonzalo Rodríguez
889,1884,Facundo Roncaglia
890,1430,Milan Badelj
