gameID,leagueID,season,date,homeTeamID,awayTeamID,homeGoals,awayGoals,homeProbability,drawProbability,awayProbability,homeGoalsHalfTime,awayGoalsHalfTime,B365H,B365D,B365A
152,1,2015,2015-10-03 18:00:00,71,85,0,1,0.2754,0.3399,0.3847,0,0,2.5,3.3,3.1
153,1,2015,2015-10-03 18:00:00,73,90,1,1,0.5344,0.2944,0.1712,1,1,2.1,3.5,3.8
154,1,2015,2015-10-03 18:00:00,88,86,6,1,0.8752,0.0868,0.038,1,1,1.25,7.0,13.0
155,1,2015,2015-10-03 18:00:00,79,75,1,2,0.0678,0.1304,0.8018,0,1,2.3,3.5,3.3
156,1,2015,2015-10-03 18:00:00,77,81,2,2,0.1641,0.2374,0.5985,2,1,3.2,3.4,2.4
157,1,2015,2015-10-03 20:30:00,80,74,1,3,0.1026,0.2361,0.6613,1,1,1.83,3.7,4.8
158,1,2015,2015-10-04 16:30:00,72,87,1,1,0.326,0.2934,0.3806,1,1,2.7,3.4,2.8
159,1,2015,2015-10-04 19:00:00,84,82,2,2,0.2346,0.3024,0.463,2,1,2.75,3.25,2.8
160,1,2015,2015-10-04 19:00:00,83,89,3,0,0.6748,0.2088,0.1164,3,0,2.0,3.8,3.8
161,1,2015,2015-10-17 15:45:00,82,87,0,0,0.2472,0.4004,0.3524,0,0,2.5,3.5,3.0
162,1,2015,2015-10-17 18:00:00,74,75,2,2,0.1307,0.1851,0.6842,2,0,1.75,4.0,5.0
163,1,2015,2015-10-17 18:00:00,76,77,1,0,0.8061,0.1513,0.0426,0,0,2.05,3.4,4.2
164,1,2015,2015-10-17 18:00:00,80,71,2,0,0.4675,0.3206,0.2119,1,0,1.33,5.75,10.0
165,1,2015,2015-10-17 18:00:00,78,81,1,3,0.0623,0.1503,0.7874,1,1,2.0,3.6,4.0
166,1,2015,2015-10-17 18:00:00,72,89,0,3,0.1498,0.2575,0.5927,0,2,3.25,3.4,2.38
167,1,2015,2015-10-17 18:00:00,88,73,5,1,0.9979,0.0021,0.0,4,1,1.33,5.75,10.0
168,1,2015,2015-10-17 20:30:00,90,83,0,3,0.0097,0.0629,0.9274,0,0,6.0,4.2,1.62
169,1,2015,2015-10-18 19:00:00,86,79,6,2,0.602,0.2198,0.1782,3,2,2.6,3.4,2.88
170,1,2015,2015-10-19 23:00:00,84,85,0,1,0.0635,0.2,0.7365,0,1,2.05,3.4,4.2
171,1,2015,2015-10-24 18:00:00,71,84,1,2,0.1816,0.2666,0.5518,0,0,3.0,3.3,2.6
172,1,2015,2015-10-24 18:00:00,75,78,1,0,0.8261,0.1547,0.0192,0,0,2.2,3.6,3.4
173,1,2015,2015-10-24 18:00:00,81,80,2,1,0.225,0.3316,0.4434,1,0,4.0,3.8,1.95
174,1,2015,2015-10-24 18:00:00,79,76,0,1,0.222,0.2908,0.4872,0,0,2.0,3.5,4.2
175,1,2015,2015-10-24 18:00:00,85,90,0,2,0.2846,0.3308,0.3846,0,1,2.1,3.3,4.0
176,1,2015,2015-10-24 20:30:00,83,72,2,1,0.9041,0.0765,0.0194,2,1,1.44,4.75,8.0
177,1,2015,2015-10-25 16:00:00,77,86,3,0,0.6564,0.2071,0.1365,1,0,2.6,3.4,2.9
178,1,2015,2015-10-25 18:05:00,73,82,1,5,0.0068,0.0322,0.961,1,3,3.4,3.5,2.25
179,1,2015,2015-10-25 18:05:00,89,88,0,0,0.2594,0.5534,0.1872,0,0,2.6,3.5,2.8
180,1,2015,2015-10-25 20:15:00,87,74,1,1,0.0977,0.2344,0.6679,0,0,2.05,3.6,3.8
181,1,2015,2015-10-31 16:45:00,80,87,1,3,0.2926,0.3688,0.3386,1,1,2.1,3.5,3.75
182,1,2015,2015-10-31 19:00:00,78,89,0,0,0.5081,0.3484,0.1435,0,0,3.8,3.5,2.1
183,1,2015,2015-10-31 19:00:00,88,79,2,1,0.8173,0.1426,0.0401,0,0,1.29,6.0,12.0
184,1,2015,2015-10-31 19:00:00,86,85,0,0,0.3105,0.2908,0.3987,0,0,2.4,3.4,3.2
185,1,2015,2015-10-31 19:00:00,84,83,0,3,0.0193,0.1095,0.8712,0,0,5.0,4.0,1.75
186,1,2015,2015-10-31 19:00:00,90,81,2,0,0.6357,0.2435,0.1208,1,0,2.6,3.4,2.9
187,1,2015,2015-10-31 19:00:00,76,75,2,3,0.195,0.2452,0.5598,1,0,2.9,3.4,2.6
188,1,2015,2015-11-01 17:30:00,72,77,6,2,0.6652,0.1906,0.1442,2,1,1.5,4.5,7.5
189,1,2015,2015-11-01 20:00:00,74,73,2,0,0.4914,0.3147,0.1939,2,0,1.55,4.33,6.5
190,1,2015,2015-11-03 00:00:00,82,71,3,1,0.5938,0.3045,0.1017,2,0,1.44,4.75,8.0
191,1,2015,2015-11-07 16:45:00,73,86,0,1,0.4623,0.354,0.1837,0,1,2.25,3.5,3.4
192,1,2015,2015-11-07 19:00:00,75,90,2,1,0.4997,0.3379,0.1624,0,0,1.85,3.8,4.5
193,1,2015,2015-11-07 19:00:00,89,76,2,0,0.5652,0.3248,0.11,0,0,1.33,5.25,12.0
194,1,2015,2015-11-07 19:00:00,79,84,1,0,0.6144,0.2848,0.1008,0,0,2.45,3.4,3.1
195,1,2015,2015-11-07 19:00:00,81,72,1,1,0.1745,0.3264,0.4991,1,1,2.6,3.5,2.8
196,1,2015,2015-11-07 19:00:00,77,74,0,1,0.0343,0.1484,0.8173,0,0,4.75,3.8,1.8
197,1,2015,2015-11-07 21:30:00,85,80,1,0,0.2791,0.3323,0.3886,0,0,3.8,3.6,2.05
